#{"t_start": 1733280591.379561, "env_id": "BipedalWalker-v3"}
r,l,t
316.52197,720,42858.519994
313.085773,713,42861.90549
315.840284,696,42865.24467
317.021544,663,42868.431953
317.707401,682,42871.815495
319.568758,662,42875.839453
316.77675,683,42879.016183
318.0222,678,42882.141244
318.351048,675,42885.221891
316.998263,677,42888.335711
317.004132,670,42891.385535
317.216293,685,42894.630094
316.491873,689,42897.797664
316.49939,686,42902.18334
317.181753,672,42906.263486
317.401033,683,42909.816945
317.776027,676,42913.001584
314.196143,709,42916.332598
315.636621,659,42919.477742
318.25974,665,42922.607429
317.205262,672,42926.817717
315.918105,671,42930.236243
316.603754,663,42933.462685
317.490172,677,42936.641221
319.292232,689,42939.951871
319.286,690,42943.182383
317.112235,730,42946.556675
318.562922,680,42949.716184
318.837349,691,42952.878751
318.435147,679,42955.990569
316.694095,675,42959.232905
318.193897,692,42962.564247
319.013111,655,42965.545698
317.776686,681,42968.697917
313.554355,715,42972.976443
317.670047,682,42976.199082
316.898067,674,42979.388612
315.745499,679,42982.563299
316.482322,665,42985.547831
315.380745,674,42988.629286
316.736,681,42991.984032
317.50683,678,42995.053777
315.998858,674,42998.036925
318.037949,689,43001.170552
317.338284,667,43004.238089
315.588034,680,43007.492339
314.757072,679,43010.610403
317.078689,653,43013.618091
317.035512,660,43016.607165
316.158238,688,43021.035009
312.706901,698,43024.208185
313.0862,700,43027.418274
312.81341,685,43030.656796
313.338898,696,43033.829895
314.476305,688,43036.971971
317.166216,678,43040.159876
315.477571,681,43043.448772
314.476941,675,43046.572547
310.879767,711,43050.109527
315.306624,677,43053.302814
314.628867,699,43056.538827
313.226933,679,43059.77281
313.377818,697,43062.988153
314.750694,677,43066.137022
315.928313,692,43070.340934
311.949978,722,43073.679673
310.630781,729,43076.925528
312.296822,696,43080.47865
312.052413,700,43083.708284
315.231715,672,43086.78346
312.808733,693,43090.071249
315.155793,696,43093.352218
315.744816,687,43096.505055
316.749991,708,43099.832194
315.047296,715,43103.114573
316.853738,687,43106.25155
315.010573,673,43109.683952
316.403137,682,43112.849459
313.889885,720,43117.235501
313.765369,699,43120.476795
312.887244,702,43123.698429
313.038135,694,43126.884651
313.994839,698,43130.120332
313.404747,693,43133.285996
316.026787,702,43136.4713
315.460058,661,43139.788418
314.918341,686,43142.948953
318.024152,661,43145.965134
317.769917,655,43149.049333
315.677011,677,43152.094184
315.222854,682,43155.188453
315.823256,690,43158.350263
317.307285,686,43162.700058
317.095574,669,43165.78966
318.091835,684,43168.9341
318.480347,685,43172.398273
320.737358,675,43175.57072
320.617285,680,43178.733757
318.933236,681,43181.990063
317.714891,704,43185.212253
319.796457,675,43188.335707
319.664717,666,43191.43038
316.410688,693,43194.622503
317.294083,718,43197.978834
318.261269,690,43201.554876
317.127996,691,43204.746927
319.603509,686,43208.126138
319.567433,681,43212.866433
318.404962,662,43216.289254
317.229496,686,43219.565258
317.74417,683,43222.852476
319.821081,670,43226.052917
318.831141,678,43229.455464
319.939058,666,43232.662632
318.291112,666,43235.816413
318.738263,669,43239.028733
315.795384,671,43242.213854
318.936755,658,43245.279537
318.913695,678,43248.416359
318.313891,676,43251.58397
314.725269,683,43256.204819
314.482725,672,43259.769632
315.742276,665,43264.012839
316.041438,689,43267.210159
319.479443,690,43270.496923
317.740769,685,43273.743306
315.8544,693,43277.025794
314.697412,670,43280.323222
314.305485,666,43283.464388
316.272499,649,43286.485952
314.705223,690,43289.985819
314.222703,686,43293.283225
314.857569,692,43296.49238
314.271265,688,43299.783733
314.529049,707,43303.066045
315.77885,699,43306.265637
317.416854,695,43309.462709
317.696986,661,43313.350753
318.944122,661,43316.41444
314.860815,702,43319.871263
315.429808,687,43323.101471
316.708147,671,43326.299942
315.008387,646,43329.310867
310.965981,689,43332.535407
314.206844,670,43335.625482
313.159271,698,43338.846883
316.530009,677,43341.960543
314.994203,658,43344.977697
316.831708,675,43348.024358
315.596545,681,43351.425955
317.73968,674,43354.679354
318.043619,676,43358.757827
314.083681,697,43361.996125
315.916743,676,43365.054831
316.318157,669,43368.078974
315.980021,656,43371.104974
310.932609,692,43374.247348
311.516627,702,43377.436939
314.364528,697,43380.870788
311.812551,695,43384.252381
313.110182,676,43387.352209
314.491169,676,43390.364086
313.251257,683,43393.548659
314.32266,685,43396.692531
311.728695,697,43399.954262
313.632596,693,43403.155187
315.094391,679,43407.301222
314.063923,703,43410.778882
313.809122,682,43413.972583
316.879436,674,43417.0518
316.493401,683,43420.353581
313.959568,685,43423.551122
314.111568,686,43426.703514
314.883819,676,43429.804604
314.468565,678,43432.913489
316.324385,657,43435.917988
314.688968,698,43439.095421
315.014135,675,43442.467326
315.600328,676,43445.599455
315.856211,667,43448.721185
313.476857,680,43451.881702
315.232814,660,43456.009286
315.422065,662,43459.120115
314.367565,682,43462.324889
313.907125,677,43465.552642
313.209239,684,43468.739815
317.88671,665,43472.219167
315.274758,686,43475.494524
314.061158,683,43478.763104
314.310766,666,43481.93026
316.162935,692,43485.197661
316.304833,687,43488.427612
313.677116,680,43491.766145
314.664644,695,43495.048128
314.637718,677,43498.21317
315.220086,692,43502.879674
317.389971,693,43506.09064
315.179377,689,43509.340599
316.249883,678,43512.665906
314.886703,680,43516.175612
314.69619,712,43519.587418
314.188223,698,43522.842327
315.444214,687,43526.02157
313.609384,706,43529.411555
314.199114,673,43532.741029
315.462948,667,43535.819878
317.72317,660,43538.980778
315.412967,682,43542.200707
315.067588,691,43545.313415
316.386712,701,43548.506487
316.351032,688,43552.681616
312.542968,690,43555.80093
312.367034,700,43559.000513
310.210307,725,43562.558948
314.350779,694,43565.829979
313.548972,683,43569.122976
311.249049,709,43572.419606
311.786335,687,43575.611929
314.573344,666,43578.683341
312.383981,673,43581.770158
313.089116,680,43584.906439
313.788395,679,43588.019319
314.673164,693,43591.534227
315.879727,684,43594.877736
314.148963,672,43599.084755
315.940235,689,43602.323315
313.492462,700,43605.563288
316.149158,678,43608.690135
312.643144,687,43611.850053
315.146562,666,43614.946408
