#{"t_start": 1733280588.6528718, "env_id": "BipedalWalker-v3"}
r,l,t--29.768837,1600,119.722341
-35.725972,1600,120.637809
-30.888707,1600,121.492868
-33.822952,1600,122.372033
-30.535744,1600,123.260281
-113.364048,63,243.847066
-114.555752,58,243.872394
-114.313662,58,243.896929
-114.513905,58,243.922438
-114.504857,58,243.947657
-100.166332,262,349.257051
-99.853493,177,349.333229
-89.971169,182,349.41095
-45.758109,1600,350.088327
-84.758364,193,350.180747
-85.677741,1600,477.500415
-112.292055,463,477.715804
-129.132787,697,478.045522
-94.030894,241,478.15708
-89.3926,1600,478.894156
-98.595685,1600,599.42183
-80.074342,1600,600.089037
-73.989607,1600,600.767332
-70.014587,1600,601.41227
-86.677189,1600,602.080445
-85.86883,1600,711.314362
-61.262635,1600,712.121846
-102.203543,1600,712.765092
-100.27211,1600,713.471379
-78.854692,1600,714.094912
-61.926451,1600,821.536811
-60.769395,1600,822.170643
-53.13936,1600,822.823232
-52.849488,1600,823.477068
-54.266053,1600,824.117479
-52.027951,1600,935.644511
-60.811999,1600,936.330584
-60.773803,1600,937.014179
-59.455575,1600,937.688363
-59.21734,1600,938.374392
-81.84682,1600,1049.569142
-81.512064,1600,1050.308479
-74.882253,1600,1051.041436
-80.843812,1600,1051.778061
-80.139659,1600,1052.527952
-54.239687,1600,1162.497765
-54.93324,1600,1163.175251
-54.959242,1600,1163.878298
-54.880385,1600,1164.544444
-101.434594,98,1164.58532
-97.967107,175,1276.206984
-63.043258,1600,1276.887209
-62.007559,1600,1277.581238
-59.938942,1600,1278.334915
-59.71438,1600,1279.010975
-112.839526,93,1388.437008
-107.142367,84,1388.474582
-112.792489,126,1388.532364
-110.748936,112,1388.584134
-110.366036,81,1388.62112
-87.275693,1600,1499.083244
-79.986529,1600,1499.750251
-67.539427,1600,1500.397498
-60.237386,1600,1501.050946
-79.173207,1600,1501.695843
-39.128441,1600,1612.463873
-65.266374,1600,1613.173622
-68.810159,1600,1613.837574
-59.481383,1600,1614.50168
-65.004755,1600,1615.223766
-52.359619,1600,1726.073016
-13.209996,1600,1726.760437
-27.647376,1600,1727.449621
