#{"t_start": 1736958512.554267, "env_id": "None"}
r,l,t
-13.651872,17,346.577685
-10.844341,15,346.59735
-10.421235,17,346.619278
-16.908793,17,346.640436
-46.112683,34,346.674962
-50.556048,55,346.756745
-11.145428,23,346.790369
-27.645247,24,346.827353
-15.950229,16,346.84671
-9.005549,17,346.870351
-9.467402,24,346.904503
-20.060774,22,346.935302
-22.389142,30,346.97503
-23.279556,21,347.002409
-13.661932,18,347.026961
-17.509828,25,347.061238
-13.837841,15,347.078783
-12.797919,11,347.092777
-21.726216,16,347.113012
-12.121067,13,347.128223
-16.107682,19,347.153506
-42.622003,50,347.299622
-31.020459,24,347.334219
-10.734,15,347.352521
-28.389112,22,347.386716
-9.584708,16,347.40962
-3.164159,12,347.424365
-14.248507,15,347.751872
-3.785231,11,347.76603
-6.574543,15,347.78527
-8.107847,20,347.807415
-10.191937,15,347.827477
-27.921345,24,347.859431
-19.722077,26,347.893955
-95.06631,94,348.01948
-13.635995,17,348.044089
-12.066098,18,348.066709
-9.955541,18,348.092471
-22.169605,33,348.139533
-3.190827,12,348.155134
-13.161622,23,348.204966
-82.462531,71,348.321323
-11.609717,19,348.346283
-16.179532,24,348.375992
-27.641342,18,348.400025
-15.759875,21,348.427718
-16.885748,15,348.446817
-17.143221,25,348.478931
-23.265468,23,348.510384
-3.989937,13,348.527366
-20.707761,21,348.55719
-15.458435,20,348.583344
-6.827971,15,348.601633
-14.565326,17,348.624567
-26.88612,27,348.663588
-25.21636,36,348.716241
-23.764971,24,348.748606
-7.024608,18,348.773995
-15.5305,16,348.793315
-17.88477,23,348.822145
-17.908828,19,348.849911
-12.465353,15,348.868845
-12.60343,22,348.900988
-8.533796,12,348.922742
-11.434812,14,348.939592
-8.689635,22,348.968492
-9.989526,14,348.984562
-25.555085,19,349.010715
-26.130661,25,349.045845
-5.383745,13,349.061445
-11.592417,17,349.083711
-15.240578,14,349.103869
-3.49831,15,349.125384
-11.147865,18,349.149102
-29.059772,24,349.181268
-14.804927,23,349.209505
-12.470301,16,349.229394
-12.012068,14,349.245533
-43.12286,47,349.312921
