#{"t_start": 1733529223.051278, "env_id": "BipedalWalker-v3"}
r,l,t
319.023526,844,19950.323659
59.646075,471,19954.355906
319.290197,848,19961.513038
318.14478,856,19968.750194
319.178693,874,19976.195484
315.330714,836,19983.315253
319.050035,855,19990.484136
319.79065,842,19997.629108
319.153354,845,20005.953804
318.572878,860,20013.347446
316.343121,868,20020.746081
315.79934,890,20028.34569
318.217007,851,20035.266927
317.304857,865,20042.711718
316.339589,848,20049.851435
36.509156,404,20053.352077
316.122219,884,20060.889078
315.365497,878,20068.299339
318.064187,867,20075.715244
316.845675,855,20083.020774
319.093154,857,20090.633806
-101.1628,65,20091.223138
316.92272,855,20098.677974
-104.359642,49,20099.191432
-98.404298,59,20099.740429
-99.369525,62,20100.330027
-97.667386,67,20100.940328
-96.572089,70,20101.551346
-98.202875,62,20102.086018
-103.766727,51,20102.524599
-103.810271,48,20102.93779
-101.499749,54,20103.414272
-99.155638,58,20103.914159
-99.445154,57,20104.399715
-96.545261,66,20104.996083
-98.752433,58,20105.512454
-94.910896,74,20106.159158
-96.517107,73,20106.789969
-92.901423,80,20107.473516
-82.314575,102,20108.34813
-89.933231,90,20109.120121
317.189184,863,20116.641378
317.605968,851,20123.961756
315.260652,865,20131.073196
318.296264,848,20138.274737
317.170043,849,20145.444194
318.833036,809,20152.40463
316.682687,868,20159.869938
320.079425,849,20167.165682
320.426783,843,20174.336191
319.645155,828,20182.761371
318.592002,849,20190.167636
317.168048,840,20197.591163
320.216552,826,20204.582224
320.491728,822,20211.766379
320.668136,815,20218.75032
319.824343,820,20225.479681
318.018782,818,20232.56226
316.253448,826,20239.716076
319.132521,817,20246.785529
316.144406,862,20254.471369
319.473982,823,20261.604813
320.373391,824,20270.050905
321.022338,825,20277.195388
319.053323,827,20284.323319
319.509354,812,20291.207659
317.358562,844,20298.449129
318.902455,822,20305.4973
320.097468,835,20312.753071
320.325071,835,20320.015054
320.239908,855,20327.344491
321.887093,823,20334.544845
321.346652,812,20341.637414
318.507355,836,20350.846229
321.298059,823,20359.847969
321.01055,828,20367.236659
319.011576,818,20374.564623
320.144358,814,20381.7216
319.711126,822,20388.774564
321.072533,823,20396.021192
317.788192,852,20403.336801
318.428822,831,20409.818613
319.472224,839,20416.888618
-13.358228,285,20419.30517
319.464904,818,20426.09418
320.055295,809,20432.872005
319.093009,837,20439.850378
319.515637,807,20447.841341
319.255948,830,20454.874904
320.782556,818,20461.849986
318.740366,823,20468.751303
319.497596,806,20475.621325
319.851211,823,20482.533592
320.05042,802,20489.461854
200.887024,786,20496.169265
319.278883,817,20502.820932
318.721615,825,20509.869737
320.265779,820,20516.843919
322.049592,812,20523.828868
318.191994,815,20532.023635
320.24832,846,20539.105745
318.869546,797,20545.808992
319.925282,804,20552.630235
320.389105,815,20559.552697
319.685936,825,20566.496313
319.098302,818,20573.42945
320.664993,810,20580.480913
318.832857,808,20587.501806
319.720048,793,20593.677067
319.421518,800,20600.462483
319.345296,808,20607.398946
318.061486,841,20615.876791
317.780754,810,20622.624291
318.649921,821,20629.566903
319.650092,830,20636.464772
318.198683,827,20643.50954
318.614551,828,20650.492522
319.149269,810,20657.306956
319.243191,837,20664.367467
321.902983,842,20671.625016
322.463446,808,20678.468868
319.911864,832,20685.229383
321.129762,814,20692.578593
320.668745,815,20701.032783
320.238386,828,20708.081963
321.700729,810,20714.985841
320.70839,849,20722.189844
320.756466,810,20729.131482
320.579894,837,20736.264585
319.84635,819,20743.206884
320.194796,794,20750.083574
318.637734,846,20757.524564
318.909786,820,20764.541501
319.242123,823,20771.521826
321.084474,821,20778.281721
321.877587,790,20784.936153
319.452396,851,20793.512281
317.670398,831,20800.474922
321.150429,813,20808.606692
320.693837,802,20815.52638
320.872712,833,20822.819425
319.37533,815,20829.774008
318.011873,817,20836.722301
319.424618,831,20843.868552
318.348461,877,20851.355625
318.831466,839,20858.356567
318.563075,831,20865.31401
141.637217,663,20871.010537
317.8653,838,20879.035791
316.628417,824,20886.033941
319.581956,808,20892.927164
316.911795,823,20899.915158
318.719232,835,20906.973437
318.279925,810,20913.988811
319.743735,817,20920.956115
319.540569,816,20927.918902
-106.084681,64,20928.469864
-108.114093,76,20929.194267
-106.190482,65,20929.756066
-109.672967,65,20930.313781
-108.450094,70,20930.923802
-107.393156,66,20931.512707
-107.86399,70,20932.11049
-106.873048,77,20932.765321
-106.683519,62,20933.28606
-106.400722,81,20933.963601
-106.217552,64,20934.511864
-144.530241,1600,20948.429099
-109.851608,83,20949.134956
-98.504541,83,20949.839223
318.448356,847,20957.122595
318.011196,830,20965.715103
-106.338394,113,20966.740992
317.750786,874,20974.358877
318.215808,833,20981.390902
317.76241,861,20988.840637
320.14421,885,20996.487009
320.647579,828,21003.464766
-102.919128,58,21003.951695
317.558134,844,21011.102939
-93.845581,83,21011.798073
319.896289,817,21018.614292
134.965432,659,21024.138759
320.128405,835,21031.260772
316.582129,839,21038.311934
318.421379,835,21045.376553
318.887368,844,21053.772197
125.569476,638,21059.138113
-98.89775,138,21060.412501
320.967382,830,21067.536558
319.881173,814,21074.58861
319.589547,854,21082.023735
316.961304,884,21089.544532
316.354933,842,21096.560161
319.708508,840,21103.548674
319.546967,824,21110.425926
318.908224,832,21117.366387
319.456261,823,21124.462418
320.219757,853,21131.56373
-98.840929,80,21133.570035
317.703833,825,21140.438585
319.957412,812,21147.150084
320.13761,812,21153.510847
320.564115,805,21160.188029
318.618655,824,21166.871198
320.4256,838,21173.774042
320.610307,811,21180.487759
320.373593,811,21187.261795
320.352126,802,21193.824726
320.123178,809,21200.507649
321.653003,828,21207.347648
319.485741,818,21214.423484
321.452182,796,21222.35091
156.011485,669,21227.870746
320.746295,806,21234.602438
320.378234,800,21241.336432
318.481019,821,21247.875045
320.643617,807,21254.678217
320.061462,831,21261.508952
319.999147,821,21268.340361
318.914096,810,21275.155572
319.537043,792,21281.771272
321.784729,809,21288.42839
320.389923,786,21295.103053
319.437237,826,21303.525199
319.773897,815,21310.255094
319.263616,811,21316.970293
318.796448,831,21323.944035
320.423342,810,21330.707766
318.790824,812,21337.019377
320.735812,798,21343.624846
319.552779,829,21350.544993
319.758225,840,21357.448029
318.210742,802,21364.105779
318.495637,812,21370.813127
320.008189,811,21377.629738
319.167485,814,21384.431604
321.855955,798,21392.481253
319.942407,796,21399.081823
320.541001,807,21405.881633
319.369634,821,21412.735374
321.06233,813,21419.612292
322.375885,810,21426.074859
317.974196,802,21432.512169
318.697795,817,21439.223785
320.606996,816,21445.912697
320.469923,846,21452.948867
319.522931,817,21459.657238
319.884306,794,21466.201675
320.462019,790,21474.186162
318.912659,818,21481.140651
320.627001,812,21487.956369
320.785268,811,21494.732161
319.3534,838,21502.02494
318.746891,807,21508.796087
320.447706,800,21515.666022
320.770131,818,21522.10328
-122.300268,73,21522.725014
320.279087,801,21529.478369
320.212102,816,21536.375756
-114.096524,61,21536.883772
320.781148,798,21543.661948
319.199735,806,21550.362331
-89.033087,1600,21565.402178
-206.601604,1274,21576.041402
-133.552489,116,21576.9926
-122.739558,81,21577.698666
-125.492004,77,21578.411835
-120.145454,80,21579.09299
-116.028064,62,21579.646166
-115.468714,64,21580.185201
-114.818109,62,21580.704664
-137.517868,149,21581.943781
-123.007039,1600,21595.501817
-87.600162,1600,21608.859603
-77.365044,1600,21621.854308
-87.553673,1600,21635.098401
-114.523666,58,21635.572929
-80.352008,1600,21649.724735
-93.975674,1600,21663.302897
314.758073,883,21670.582209
-62.722947,1600,21683.831263
-75.926814,1600,21697.696126
318.95927,830,21704.103223
317.97891,803,21710.928992
191.918789,723,21717.06358
320.261468,793,21725.208285
320.750232,799,21731.912568
320.963114,813,21738.644275
322.137516,805,21745.308691
320.2553,801,21752.037794
317.983004,804,21758.731213
319.464966,817,21765.569598
318.455408,795,21772.269661
318.512739,831,21779.256929
319.789382,814,21786.165929
318.296993,810,21792.907568
319.404058,827,21799.363819
317.713278,818,21806.212359
319.135856,833,21814.427553
317.472882,829,21821.249323
314.981206,815,21827.992162
314.234176,807,21834.704173
319.43184,827,21841.877924
318.625518,831,21848.724767
315.018142,807,21855.36584
315.048886,820,21862.107193
317.707117,817,21868.95874
318.587263,810,21875.677327
-32.836236,224,21877.531432
318.665966,800,21884.139649
319.342267,834,21892.326097
317.604511,792,21900.469221
317.825449,812,21907.261243
318.795551,804,21914.100272
318.14699,814,21920.948263
317.727209,802,21927.624801
118.79447,560,21932.503912
317.848454,830,21939.621361
319.210701,821,21946.628401
318.306444,770,21953.262708
319.54576,781,21959.992225
317.866947,776,21966.561062
319.765421,763,21973.045396
318.91304,797,21979.788287
318.022238,796,21987.633071
318.557356,791,21994.34312
319.234439,782,22000.969235
317.936695,802,22007.672163
319.170843,802,22014.353477
319.074614,792,22021.206136
320.065818,792,22027.851001
320.990111,794,22034.359324
317.910862,816,22041.04385
320.911523,792,22047.597701
318.792494,792,22054.316053
319.251332,799,22060.884862
317.317879,753,22068.209332
318.225644,820,22074.753344
318.642758,833,22081.544374
318.358731,812,22088.225462
160.213875,700,22093.968373
319.412622,802,22100.611341
319.632157,807,22107.470221
319.420235,812,22114.332766
319.200293,796,22120.967871
323.591073,814,22127.731019
320.691809,786,22134.366332
320.075259,803,22141.205882
320.37095,780,22147.725972
320.682561,799,22155.648001
318.940861,771,22162.151959
320.914847,807,22168.464748
318.926079,809,22175.446733
319.381071,822,22182.345389
319.866526,800,22189.202162
319.913584,783,22195.670741
321.483378,798,22202.474131
322.369035,815,22209.239631
321.728873,787,22215.910363
321.344628,797,22222.604056
181.009446,708,22228.554507
320.360371,782,22236.536304
318.727306,795,22243.186345
320.839089,761,22249.539291
320.505569,805,22256.280619
321.011741,785,22262.458634
320.853154,810,22269.196882
320.61067,809,22275.859087
320.097061,793,22282.418748
321.736622,791,22289.076249
320.07361,809,22295.977559
322.096021,797,22302.592024
319.553182,763,22308.874779
319.923127,822,22315.736044
320.102882,814,22323.927781
320.903435,798,22330.577038
317.944712,793,22337.1153
321.056982,839,22344.050482
320.299025,847,22351.214014
321.34293,800,22357.642887
321.968597,798,22364.292356
320.269963,796,22371.163319
320.562082,793,22377.876432
321.707628,807,22384.825069
320.969806,829,22393.133891
319.423043,829,22400.196228
